customer_id,age,tenure_months,monthly_spend,support_tickets,satisfaction_score,channel,issue_type,resolved,churn_risk,priority,segment
C0443,24,63,111.1,2,2,web,technical,1,0.105,critical,2
C0444,43,3,85.45,1,4,web,account,1,0.398,medium,1
C0445,44,27,111.67,1,2,call,product,1,0.835,critical,2
C0446,52,9,49.37,0,1,call,technical,1,0.404,critical,2
C0447,34,12,91.13,3,3,call,billing,1,0.295,high,0
C0448,67,66,95.16,3,3,web,account,1,0.948,critical,0
C0449,45,1,73.56,1,4,call,billing,1,0.127,medium,1
C0450,32,23,105.24,0,1,store,billing,1,0.885,critical,2
C0451,67,65,62.68,3,2,web,billing,1,0.062,critical,2
C0452,66,44,107.84,2,4,web,technical,0,0.414,medium,1
C0453,43,6,109.32,1,4,store,account,1,0.632,medium,1
C0454,19,34,20.0,5,5,web,product,1,0.37,high,0
C0455,49,69,131.66,1,5,app,billing,0,0.535,medium,1
C0456,46,29,20.0,0,5,store,technical,0,0.204,medium,1
C0457,25,38,68.44,3,3,web,product,1,0.569,high,2
C0458,50,38,125.89,2,5,call,technical,1,0.135,medium,1
C0459,61,47,78.89,1,3,call,billing,1,0.796,medium,1
C0460,23,14,38.68,3,5,web,technical,1,0.584,high,1
C0461,55,60,51.72,1,2,call,product,1,0.482,critical,2
C0462,25,71,125.94,3,3,web,account,1,0.055,high,2
C0463,56,11,22.75,5,4,web,product,1,0.5,high,0
C0464,39,59,129.51,3,2,call,billing,1,0.564,critical,2
C0465,18,59,88.07,2,1,store,product,1,0.266,critical,2
C0466,68,53,48.27,2,5,web,billing,1,0.678,medium,1
C0467,26,27,69.59,1,3,web,account,1,0.077,medium,1
C0468,48,34,54.4,4,5,store,technical,1,0.209,high,0
C0469,27,60,120.32,3,2,web,billing,1,0.738,critical,2
C0470,66,11,115.63,2,5,app,technical,1,0.147,medium,1
C0471,56,59,29.83,3,4,store,billing,1,0.246,high,1
C0472,59,66,75.87,1,4,app,billing,1,0.651,medium,1
C0473,40,49,59.79,1,4,web,product,1,0.729,medium,1
C0474,42,25,135.27,2,2,app,product,0,0.051,critical,2
C0475,50,40,42.75,1,5,web,account,1,0.127,medium,1
C0476,58,4,146.15,5,5,web,technical,1,0.446,high,0
C0477,62,67,88.83,2,4,web,billing,1,0.593,medium,1
C0478,18,25,49.33,3,5,web,technical,1,0.454,high,1
C0479,52,5,66.3,1,5,app,technical,1,0.647,medium,1
C0480,23,57,61.94,2,4,call,billing,1,0.756,medium,1
C0481,32,47,45.39,1,3,call,account,0,0.95,critical,2
C0482,61,45,93.32,0,5,store,account,1,0.35,medium,1
C0483,31,4,47.02,3,1,store,billing,1,0.163,critical,2
C0484,59,54,20.0,3,3,call,product,1,0.264,high,1
C0485,42,46,76.71,0,5,app,product,1,0.148,medium,1
C0486,30,57,26.9,1,5,store,billing,1,0.394,medium,1
C0487,35,59,63.67,3,2,call,product,1,0.873,critical,2
C0488,45,16,58.18,1,1,web,billing,1,0.347,critical,2
C0489,57,15,59.51,3,2,app,billing,1,0.149,critical,0
C0490,49,66,160.03,2,5,web,account,0,0.523,medium,1
C0491,66,38,91.97,1,3,web,product,1,0.992,critical,1
C0492,63,32,98.59,2,1,app,billing,0,0.188,critical,2
C0493,57,21,27.83,2,1,web,technical,1,0.778,critical,2
C0494,49,46,67.11,3,2,web,account,0,0.823,critical,2
C0495,33,54,97.54,1,2,web,technical,1,0.401,critical,2
C0496,39,1,54.14,7,1,store,account,1,0.62,critical,0
C0497,24,40,121.78,3,3,app,account,0,0.432,high,2
C0498,37,71,47.91,2,3,app,technical,1,0.262,medium,1
C0499,66,20,79.98,2,1,store,product,1,0.426,critical,2
C0500,40,20,69.49,2,2,app,product,0,0.095,critical,2
C0501,23,63,95.75,6,4,call,product,1,0.707,high,0
C0502,51,5,67.58,0,5,app,technical,1,0.829,critical,1
C0503,68,29,80.52,4,5,web,billing,1,0.307,high,0
C0504,63,33,81.74,1,3,store,billing,1,0.566,medium,1
C0505,32,57,64.3,1,1,web,product,0,0.232,critical,2
C0506,41,10,106.98,2,5,web,product,1,0.127,medium,1
C0507,45,31,98.34,3,5,call,product,1,0.664,high,0
C0508,30,11,86.9,3,2,web,product,1,0.134,critical,2
C0509,31,56,74.93,1,3,store,billing,0,0.782,medium,2
C0510,30,45,117.88,2,1,call,billing,1,0.272,critical,2
C0511,69,36,81.75,1,5,web,product,1,0.819,critical,1
C0512,56,28,79.27,2,4,store,technical,0,0.369,medium,1
C0513,61,11,93.66,1,1,call,product,1,0.369,critical,2
C0514,60,66,149.38,0,4,app,billing,0,0.751,medium,1
C0515,67,46,43.09,1,3,web,technical,1,0.51,medium,1
C0516,23,23,116.94,3,3,app,account,1,0.201,high,0
C0517,63,30,23.74,3,2,app,billing,1,0.85,critical,0
C0518,21,52,97.6,1,5,call,billing,0,0.34,medium,1
C0519,42,52,145.13,3,3,web,product,0,0.103,high,0
C0520,48,33,107.1,1,5,call,product,1,0.416,medium,1
C0521,36,22,95.97,3,1,app,account,1,0.574,critical,2
C0522,25,47,70.38,3,3,web,account,1,0.61,high,2
C0523,27,47,91.09,2,2,app,product,1,0.836,critical,2
C0524,60,43,81.18,1,5,app,billing,1,0.541,medium,1
C0525,34,6,62.49,2,3,store,technical,1,0.224,medium,1
C0526,34,34,79.85,1,4,call,account,1,0.262,medium,1
C0527,66,44,96.94,0,1,store,technical,1,0.101,critical,2
C0528,25,68,63.15,2,4,call,account,0,0.736,medium,1
C0529,65,38,61.78,4,1,app,product,1,0.106,critical,0
C0530,65,25,42.39,4,2,web,billing,1,0.606,critical,0
C0531,49,40,103.68,4,2,web,technical,1,0.597,critical,0
C0532,26,13,109.09,4,1,web,product,1,0.786,critical,2
C0533,26,7,98.11,2,3,app,billing,1,0.075,medium,2
C0534,32,49,123.78,1,2,web,technical,1,0.203,critical,2
C0535,48,71,93.08,1,3,app,product,1,0.91,critical,2
C0536,25,61,103.72,2,4,store,billing,1,0.572,medium,1
C0537,41,42,100.63,3,1,web,technical,0,0.458,critical,2
C0538,24,3,86.8,2,4,app,product,1,0.748,medium,1
C0539,46,71,71.42,1,2,store,product,1,0.903,critical,2
C0540,19,32,167.5,2,2,web,technical,1,0.263,critical,2
C0541,54,21,74.18,0,3,web,account,1,0.901,critical,1
C0542,20,64,66.69,2,4,web,account,1,0.109,medium,1
C0543,28,53,105.19,2,4,web,technical,0,0.978,critical,1
C0544,27,54,98.81,2,1,web,billing,0,0.165,critical,2
C0545,61,20,40.83,3,3,call,product,1,0.266,high,0
C0546,20,71,129.29,1,2,web,billing,1,0.097,critical,2
C0547,40,33,86.7,1,2,web,account,1,0.804,critical,2
C0548,48,38,51.12,2,5,web,product,1,0.984,critical,1
C0549,44,54,131.61,0,1,store,technical,1,0.297,critical,2
C0550,53,47,111.9,3,3,app,product,1,0.326,high,0
C0551,59,13,45.74,1,3,web,technical,1,0.279,medium,1
C0552,38,22,152.2,3,2,web,account,1,0.155,critical,2
C0553,61,26,113.06,2,4,store,billing,1,0.787,medium,1
C0554,34,68,89.64,4,3,app,account,1,0.061,high,0
C0555,69,51,145.66,2,4,call,billing,1,0.968,critical,1
C0556,44,27,95.58,2,2,app,product,0,0.927,critical,2
C0557,56,53,89.02,2,5,app,account,1,0.118,medium,1
C0558,63,53,66.89,1,4,call,technical,1,0.53,medium,1
C0559,59,28,110.36,0,2,app,billing,0,0.993,critical,2
C0560,62,29,106.68,1,5,web,account,1,0.853,critical,1
C0561,45,64,90.51,2,5,app,account,1,0.715,medium,1
C0562,20,40,62.35,6,3,app,technical,1,0.022,high,0
C0563,43,11,94.55,1,1,app,technical,1,0.068,critical,2
C0564,27,52,87.56,1,3,store,account,1,0.794,medium,2
C0565,64,42,43.33,2,4,call,billing,1,0.376,medium,1
C0566,30,37,38.49,1,2,web,product,1,0.668,critical,2
C0567,29,52,109.78,4,1,call,technical,1,0.739,critical,2
C0568,30,65,20.0,0,3,web,billing,1,0.422,medium,1
C0569,51,24,97.19,4,5,store,account,0,0.143,high,0
C0570,47,30,73.27,3,2,call,technical,1,0.387,critical,2
C0571,67,14,135.79,3,3,web,account,1,0.871,critical,0
C0572,39,46,72.73,2,1,web,product,1,0.331,critical,2
C0573,32,29,113.08,2,4,web,technical,1,0.063,medium,1
C0574,20,25,76.11,3,5,call,technical,1,0.959,critical,0
C0575,18,50,93.98,1,4,call,technical,1,0.681,medium,1
C0576,37,29,115.79,4,3,call,account,1,0.541,high,0
C0577,66,33,73.81,3,1,web,product,0,0.829,critical,2
C0578,45,32,124.88,0,3,app,product,1,0.411,medium,1
C0579,64,19,55.22,1,5,call,technical,0,0.985,critical,1
C0580,23,9,100.31,2,1,web,billing,1,0.858,critical,2
C0581,22,59,122.29,2,2,web,billing,1,0.281,critical,2
C0582,61,7,113.1,1,5,store,product,0,0.371,medium,1
C0583,23,24,157.08,1,3,web,technical,0,0.276,medium,2
C0584,20,48,63.28,3,1,web,technical,1,0.659,critical,2
C0585,39,10,41.73,0,1,web,technical,1,0.639,critical,2
C0586,66,47,55.2,3,3,web,technical,0,0.523,high,0
C0587,53,53,113.12,3,3,web,product,1,0.966,critical,0
C0588,23,48,107.43,2,5,web,product,1,0.472,medium,1
C0589,61,22,93.58,1,5,app,account,1,0.784,medium,1
C0590,61,2,50.7,3,3,store,billing,1,0.658,high,0
C0591,59,64,116.84,4,3,store,product,1,0.518,high,0
C0592,64,24,47.14,2,5,call,billing,1,0.042,medium,1
C0593,30,58,130.56,1,4,store,account,1,0.657,medium,1
C0594,68,15,190.01,4,2,web,product,1,0.643,critical,0
C0595,34,12,102.83,3,4,web,technical,1,0.125,high,0
C0596,59,56,110.41,2,4,web,account,1,0.796,medium,1
C0597,48,67,72.75,2,2,store,technical,1,0.467,critical,2
C0598,58,62,26.64,4,5,store,billing,1,0.324,high,0
C0599,50,54,68.9,3,2,web,technical,1,0.824,critical,2
C0600,51,18,51.75,1,3,store,billing,0,0.343,medium,1
C0601,50,65,39.35,2,3,app,account,1,0.622,medium,1
C0602,58,48,150.28,3,4,web,product,1,0.618,high,0
C0603,56,13,99.55,5,5,store,product,1,0.053,high,0
C0604,24,10,103.29,1,2,store,account,1,0.423,critical,2
C0605,60,62,79.18,3,2,call,product,1,0.223,critical,2
C0606,45,20,83.95,2,4,call,technical,1,0.2,medium,1
C0607,34,55,123.76,3,5,call,billing,1,0.655,high,0
C0608,44,10,88.87,1,5,web,technical,1,0.011,medium,1
C0609,68,20,108.57,3,4,store,account,1,0.969,critical,0
C0610,62,21,83.14,1,4,app,account,1,0.395,medium,1
C0611,61,20,78.02,6,4,web,product,1,0.299,high,0
C0612,42,48,40.76,3,5,app,billing,1,0.92,critical,1
C0613,58,65,20.78,2,1,web,billing,1,0.487,critical,2
C0614,38,65,80.85,2,3,store,account,1,0.614,medium,2
C0615,53,53,91.98,2,1,store,billing,1,0.696,critical,2
C0616,51,15,44.99,2,3,store,product,1,0.871,critical,1
C0617,30,69,88.79,0,2,app,technical,1,0.13,critical,2
C0618,31,39,91.88,2,2,web,technical,1,0.082,critical,2
C0619,21,39,20.0,2,5,store,product,1,0.994,critical,1
C0620,25,50,57.97,3,4,call,account,1,0.009,high,1
C0621,40,55,104.25,1,3,app,product,1,0.708,medium,2
C0622,42,68,103.55,4,5,call,technical,1,0.611,high,0
C0623,26,42,49.62,1,1,app,technical,1,0.553,critical,2
C0624,39,44,95.55,2,4,app,account,1,0.786,medium,1
C0625,49,53,125.78,1,1,web,product,0,0.992,critical,2
C0626,30,19,117.2,0,2,app,technical,0,0.047,critical,2
C0627,35,22,86.66,4,1,app,product,0,0.615,critical,2
C0628,37,45,73.62,1,3,web,billing,1,0.717,medium,2
C0629,44,5,67.97,2,4,call,billing,1,0.306,medium,1
C0630,37,23,106.37,2,4,web,account,1,0.893,critical,1
C0631,56,51,96.83,0,3,call,product,0,0.457,medium,1
C0632,35,70,112.03,4,5,web,billing,1,0.164,high,0
C0633,40,37,94.62,2,2,call,billing,1,0.854,critical,2
C0634,37,29,118.66,2,1,store,account,1,0.943,critical,2
C0635,27,32,93.31,3,1,store,product,0,0.1,critical,2
C0636,53,49,117.46,6,1,web,product,0,0.752,critical,0
C0637,30,39,120.48,2,3,call,billing,1,0.215,medium,2
C0638,33,2,61.84,0,3,store,account,1,0.007,medium,1
C0639,59,39,26.71,1,5,call,account,1,0.261,medium,1
C0640,67,29,144.02,2,1,web,technical,0,0.855,critical,2
C0641,52,50,98.98,4,2,web,technical,1,0.141,critical,0
C0642,65,63,29.99,1,5,store,product,1,0.131,medium,1
C0643,62,69,65.02,1,1,app,account,1,0.739,critical,2
C0644,43,44,117.02,3,3,web,product,0,0.406,high,0
C0645,58,26,80.21,2,1,call,account,1,0.148,critical,2
C0646,35,32,72.08,1,3,web,product,1,0.23,medium,1
C0647,41,13,139.03,3,5,call,technical,1,0.795,high,0
C0648,45,67,53.34,1,2,web,technical,1,0.623,critical,2
C0649,67,61,62.06,1,2,store,account,1,0.761,critical,2
C0650,62,61,97.4,1,3,web,billing,1,0.098,medium,1
C0651,43,24,103.67,3,4,web,billing,1,0.458,high,0
C0652,51,23,107.37,2,5,web,product,1,0.797,medium,1
C0653,28,61,121.89,2,1,web,technical,0,0.266,critical,2
C0654,59,39,96.95,2,3,store,account,0,0.169,medium,1
C0655,46,51,107.13,1,4,app,billing,1,0.382,medium,1
C0656,45,35,80.93,2,1,store,technical,1,0.333,critical,2
C0657,57,32,92.19,1,5,app,billing,1,0.185,medium,1
C0658,50,45,93.76,5,2,store,product,0,0.954,critical,0
C0659,21,58,97.53,2,3,web,product,1,0.483,medium,2
C0660,32,24,117.04,4,5,web,technical,1,0.608,high,0
C0661,27,58,109.43,4,4,store,technical,0,0.121,high,0
C0662,56,18,91.55,3,5,web,billing,1,0.61,high,0
C0663,19,29,61.68,3,4,app,product,1,0.555,high,0
C0664,28,65,92.37,3,2,call,account,1,0.932,critical,2
C0665,49,68,89.02,3,4,store,product,1,0.412,high,1
C0666,54,66,96.76,2,4,store,billing,1,0.782,medium,1
C0667,44,23,167.23,3,2,web,product,1,0.304,critical,0
C0668,62,60,71.67,1,1,call,billing,1,0.579,critical,2
C0669,65,67,104.78,3,4,web,billing,0,0.927,critical,0
C0670,24,70,127.4,1,3,web,billing,1,0.625,medium,2
C0671,67,2,93.43,2,4,web,billing,1,0.711,medium,1
C0672,49,53,171.82,0,1,web,billing,1,0.876,critical,2
C0673,51,71,76.77,3,3,call,product,0,0.925,critical,0
C0674,22,55,101.34,2,5,web,billing,1,0.208,medium,1
C0675,50,17,62.04,4,5,web,product,1,0.196,high,0
C0676,55,55,77.7,1,5,app,account,0,0.55,medium,1
C0677,48,8,98.71,1,2,app,product,1,0.996,critical,2
C0678,22,35,119.62,0,1,store,technical,1,0.49,critical,2
C0679,45,45,101.17,0,3,store,product,0,0.331,medium,1
C0680,66,33,134.07,2,3,call,billing,1,0.537,medium,1
C0681,55,50,86.68,3,2,web,technical,1,0.064,critical,2
C0682,25,18,78.37,3,1,store,technical,1,0.177,critical,2
C0683,67,44,184.64,1,1,web,account,0,0.149,critical,2
C0684,67,46,103.8,4,2,store,account,0,0.028,critical,0
C0685,26,45,64.82,1,4,app,account,1,0.722,medium,1
C0686,59,21,65.7,1,1,call,product,1,0.325,critical,2
C0687,39,22,57.01,3,1,app,technical,1,0.169,critical,2
C0688,48,19,122.78,0,2,call,account,1,0.512,critical,2
C0689,41,33,77.25,1,5,call,account,1,0.323,medium,1
C0690,58,42,94.46,1,5,call,technical,1,0.393,medium,1
C0691,69,26,87.78,5,3,call,account,1,0.316,high,0
C0692,59,30,115.6,4,1,store,account,1,0.004,critical,0
C0693,66,21,60.36,2,1,web,technical,1,0.688,critical,2
C0694,67,16,52.35,1,5,store,billing,1,0.111,medium,1
C0695,22,47,97.85,1,3,web,billing,1,0.219,medium,2
C0696,31,58,111.03,0,1,store,product,1,0.19,critical,2
C0697,55,21,101.64,0,5,web,billing,1,0.331,medium,1
C0698,48,62,61.67,1,3,store,technical,1,0.16,medium,1
C0699,20,41,113.71,0,2,web,product,1,0.347,critical,2
C0700,22,12,63.96,1,3,web,account,1,0.243,medium,2
C0701,45,26,71.75,4,2,store,account,1,0.061,critical,0
C0702,50,1,56.96,0,5,web,product,0,0.871,critical,1
C0703,26,3,135.54,1,4,app,technical,1,0.306,medium,1
C0704,26,24,112.17,0,1,store,billing,1,0.095,critical,2
C0705,24,33,111.17,1,4,web,product,0,0.522,medium,1
C0706,47,57,133.65,0,1,web,billing,1,0.123,critical,2
C0707,18,10,188.44,2,3,app,product,1,0.773,medium,2
C0708,47,60,30.18,0,4,call,account,1,0.062,medium,1
C0709,42,17,64.16,1,1,store,product,1,0.465,critical,2
C0710,42,10,68.43,4,4,web,product,1,0.944,critical,0
C0711,53,50,60.22,2,2,call,product,1,0.159,critical,2
C0712,45,55,52.28,2,4,app,account,1,0.201,medium,1
C0713,55,43,79.51,1,3,web,technical,1,0.6,medium,1
C0714,57,9,47.42,2,1,web,technical,1,0.98,critical,2
C0715,65,9,101.73,1,4,web,billing,0,0.386,medium,1
C0716,59,28,91.81,0,2,web,product,1,0.649,critical,2
C0717,44,32,106.84,2,5,call,billing,1,0.152,medium,1
C0718,43,71,107.77,4,5,app,technical,1,0.641,high,0
C0719,30,21,111.11,2,1,app,product,1,0.253,critical,2
C0720,49,14,76.93,2,4,call,billing,0,0.613,medium,1
C0721,25,68,164.24,2,2,web,product,1,0.089,critical,2
C0722,66,11,98.21,5,4,app,billing,1,0.525,high,0
C0723,61,2,24.81,5,3,web,billing,1,0.237,high,0
C0724,24,31,54.92,3,2,web,billing,1,0.682,critical,2
C0725,58,29,29.08,2,4,call,billing,1,0.748,medium,1
C0726,24,44,90.61,1,2,web,account,1,0.848,critical,2
C0727,55,63,85.74,2,5,app,account,1,0.992,critical,1
C0728,22,67,73.61,3,5,app,product,1,0.459,high,1
C0729,43,21,160.38,3,1,call,product,1,0.671,critical,2
C0730,52,70,109.21,1,4,call,product,0,0.018,medium,1
C0731,55,45,115.41,3,5,web,account,1,0.905,critical,0
C0732,39,5,57.41,0,1,web,technical,1,0.616,critical,2
C0733,65,67,55.03,3,4,call,billing,0,0.421,high,1
C0734,58,10,91.29,2,5,store,product,1,0.434,medium,1
C0735,28,42,96.06,2,2,app,account,1,0.758,critical,2
C0736,52,57,25.03,1,3,web,billing,0,0.833,critical,1
C0737,55,18,83.69,3,4,web,technical,0,0.808,critical,0
C0738,35,20,90.49,2,2,web,technical,1,0.511,critical,2
C0739,56,34,82.47,1,2,call,technical,1,0.371,critical,2
C0740,64,63,61.53,3,2,call,product,0,0.946,critical,2
C0741,60,16,71.12,3,2,app,technical,1,0.634,critical,0
C0742,57,48,83.81,4,4,web,account,1,0.544,high,0
C0743,50,33,93.18,1,2,store,product,1,0.598,critical,2
C0744,32,8,111.17,0,2,web,billing,1,0.63,critical,2
C0745,59,51,127.83,3,5,web,account,0,0.713,high,0
C0746,36,60,79.7,3,3,web,product,0,0.553,high,2
C0747,45,41,74.03,7,5,store,technical,1,0.875,critical,0
C0748,34,13,105.32,3,4,store,technical,1,0.86,critical,0
C0749,34,12,111.38,3,5,web,account,1,0.442,high,0
C0750,26,31,74.8,3,1,call,technical,1,0.169,critical,2
C0751,67,36,117.66,2,5,app,billing,1,0.577,medium,1
C0752,25,40,124.29,3,5,web,technical,1,0.621,high,0
C0753,22,18,135.21,3,1,web,billing,1,0.523,critical,2
C0754,66,36,152.24,2,2,call,product,1,0.891,critical,2
C0755,46,21,59.68,2,3,call,billing,1,0.093,medium,1
C0756,40,49,90.49,1,3,app,product,1,0.287,medium,1
C0757,56,57,90.39,4,4,web,technical,0,0.866,critical,0
C0758,37,47,86.57,2,4,store,account,1,0.939,critical,1
C0759,24,1,67.28,2,2,app,technical,1,0.426,critical,2
C0760,55,71,38.01,2,4,web,account,1,0.193,medium,1
C0761,27,2,93.24,1,5,store,account,1,0.42,medium,1
C0762,46,71,63.11,2,3,app,billing,1,0.456,medium,1
C0763,67,3,93.01,2,5,web,product,1,0.52,medium,1
C0764,66,37,62.21,2,4,call,billing,1,0.274,medium,1
C0765,36,8,51.51,2,5,app,account,1,0.313,medium,1
C0766,58,7,98.2,2,5,web,product,1,0.656,medium,1
C0767,49,49,95.28,3,1,call,billing,1,0.622,critical,2
C0768,42,52,110.27,6,5,store,billing,1,0.662,high,0
C0769,25,9,166.51,3,1,app,technical,1,0.377,critical,2
C0770,37,70,99.71,0,5,app,account,1,0.336,medium,1
C0771,51,23,106.98,3,5,app,product,1,0.352,high,1
C0772,69,23,52.29,1,2,web,billing,0,0.951,critical,2
C0773,18,22,44.96,5,1,call,technical,1,0.395,critical,0
C0774,55,33,145.4,2,3,app,technical,1,0.606,medium,0
C0775,62,13,57.68,2,2,call,product,1,0.523,critical,2
C0776,67,31,53.46,2,3,call,billing,1,0.876,critical,1
C0777,40,15,88.63,2,1,web,technical,1,0.369,critical,2
C0778,24,4,86.84,1,1,app,account,0,0.434,critical,2
C0779,32,27,58.41,0,3,web,technical,1,0.843,critical,2
C0780,62,48,79.33,1,4,web,product,1,0.161,medium,1
C0781,63,55,133.03,2,2,app,technical,1,0.594,critical,2
C0782,51,26,61.79,1,2,app,technical,1,0.4,critical,2
C0783,24,23,41.22,1,1,app,product,0,0.986,critical,2
C0784,24,56,122.99,3,2,store,billing,0,0.721,critical,2
C0785,42,49,107.23,1,2,web,billing,1,0.011,critical,2
C0786,48,60,68.28,2,2,store,account,1,0.839,critical,2
C0787,19,65,34.62,0,2,web,account,1,0.703,critical,2
C0788,53,59,63.94,3,2,app,product,1,0.561,critical,2
C0789,46,67,88.09,2,4,store,billing,1,0.236,medium,1
C0790,18,30,130.8,3,2,store,billing,0,0.149,critical,2
C0791,22,29,53.72,2,4,web,billing,1,0.628,medium,1
C0792,41,23,87.04,2,4,store,account,1,0.44,medium,1
C0793,55,17,113.63,1,4,app,account,1,0.862,critical,1
C0794,60,54,20.0,1,3,call,technical,1,0.262,medium,1
C0795,40,51,126.18,3,5,web,account,1,0.638,high,0
C0796,33,57,48.61,3,2,web,billing,1,0.249,critical,2
C0797,68,12,101.62,2,5,web,product,1,0.636,medium,1
C0798,41,35,98.63,0,2,web,billing,0,0.048,critical,2
C0799,34,16,127.96,2,1,app,technical,1,0.392,critical,2
C0800,41,64,109.28,1,5,call,account,1,0.173,medium,1
C0801,18,19,20.0,1,5,web,account,1,0.606,medium,1
C0802,33,11,62.53,2,1,call,billing,1,0.317,critical,2
C0803,44,41,94.84,2,3,web,billing,1,0.772,medium,2
C0804,65,63,83.18,5,3,web,product,0,0.115,high,0
C0805,56,66,106.72,4,2,store,billing,1,0.556,critical,0
C0806,58,7,117.63,0,3,web,product,1,0.594,medium,1
C0807,46,24,111.3,4,4,store,product,1,0.022,high,0
C0808,23,11,82.5,4,3,app,billing,1,0.036,high,0
C0809,38,22,25.38,1,3,app,billing,0,0.308,medium,1
C0810,69,38,74.06,1,5,web,billing,1,0.609,medium,1
C0811,20,20,104.57,3,2,call,account,1,0.963,critical,2
C0812,63,5,51.83,1,4,web,technical,0,0.091,medium,1
C0813,53,37,112.09,2,2,store,product,1,0.703,critical,2
C0814,32,4,121.79,2,5,web,technical,1,0.693,medium,1
C0815,58,17,94.44,1,2,store,product,1,0.669,critical,2
C0816,61,1,20.0,2,5,web,billing,1,0.516,medium,1
C0817,20,7,45.27,0,4,app,billing,1,0.967,critical,1
C0818,23,31,156.02,3,2,app,product,0,0.502,critical,2
C0819,52,61,70.87,6,4,web,product,1,0.838,critical,0
C0820,69,55,20.55,4,2,call,billing,1,0.263,critical,0
C0821,19,8,133.23,3,2,web,technical,0,0.806,critical,2
C0822,52,3,90.47,1,2,call,account,1,0.997,critical,2
C0823,25,25,128.67,4,4,web,billing,1,0.91,critical,0
C0824,51,47,99.69,2,2,web,billing,1,0.304,critical,2
C0825,50,54,106.05,4,3,call,technical,1,0.846,critical,0
C0826,22,59,102.71,3,3,store,billing,1,0.095,high,2
C0827,53,25,114.41,3,1,store,product,1,0.678,critical,2
C0828,64,12,169.71,1,2,store,product,1,0.342,critical,2
C0829,62,2,123.99,2,2,web,technical,1,0.659,critical,2
C0830,19,11,34.69,2,2,web,product,1,0.412,critical,2
C0831,30,5,105.63,1,5,call,technical,1,0.009,medium,1
C0832,30,62,129.95,3,2,call,product,1,0.231,critical,2
C0833,41,20,132.09,2,3,web,billing,1,0.042,medium,1
C0834,25,59,75.07,1,4,web,technical,1,0.427,medium,1
C0835,62,40,130.77,1,4,call,product,1,0.84,critical,1
C0836,58,39,122.47,2,4,call,technical,1,0.738,medium,1
C0837,60,33,180.04,4,3,app,billing,1,0.789,high,0
C0838,28,59,63.75,2,5,store,technical,1,0.807,critical,1
C0839,18,4,72.24,0,5,store,product,1,0.372,medium,1
C0840,65,7,79.29,1,2,store,billing,1,0.506,critical,2
C0841,33,31,72.84,3,1,web,product,1,0.508,critical,2
C0842,52,29,58.85,1,2,web,product,1,0.113,critical,2
C0843,65,39,20.0,2,5,web,product,0,0.598,medium,1
C0844,19,53,74.79,2,5,app,billing,1,0.72,medium,1
C0845,18,42,102.93,1,4,web,account,0,0.611,medium,1
C0846,18,19,72.74,2,4,call,billing,0,0.746,medium,1
C0847,26,24,157.74,5,2,store,account,1,0.119,critical,0
C0848,20,54,90.47,3,3,web,product,1,0.761,high,2
C0849,60,15,135.19,4,1,app,billing,1,0.208,critical,0
C0850,49,36,99.15,1,3,call,product,0,0.877,critical,2
C0851,68,39,118.92,1,1,web,technical,1,0.245,critical,2
C0852,59,54,99.77,0,1,call,technical,0,0.492,critical,2
C0853,68,51,137.91,3,5,store,technical,1,0.487,high,0
C0854,30,33,91.96,0,5,web,product,1,0.269,medium,1
C0855,32,22,107.36,3,4,call,product,1,0.362,high,0
C0856,62,27,102.82,2,4,call,account,1,0.186,medium,1
C0857,30,30,79.91,0,2,web,billing,1,0.57,critical,2
C0858,20,16,104.17,1,3,app,product,0,0.913,critical,2
C0859,52,45,168.2,0,4,call,product,1,0.317,medium,1
C0860,59,15,80.54,5,3,call,product,0,0.508,high,0
C0861,68,47,104.68,5,2,web,technical,0,0.862,critical,0
C0862,66,54,134.02,3,2,web,technical,1,0.452,critical,0
C0863,24,69,129.91,0,5,store,product,1,0.831,critical,1
C0864,58,9,90.41,1,2,call,technical,1,0.446,critical,2
C0865,61,54,20.0,0,5,store,billing,1,0.44,medium,1
C0866,54,7,108.08,6,4,call,technical,0,0.157,high,0
C0867,60,24,20.0,4,5,web,billing,0,0.125,high,0
C0868,61,13,141.45,5,3,call,billing,0,0.611,high,0
C0869,41,12,95.93,4,2,app,billing,1,0.827,critical,0
C0870,20,13,124.99,4,1,call,product,1,0.135,critical,2
C0871,41,4,58.43,3,3,call,account,1,0.91,critical,0
C0872,28,59,35.66,1,2,app,technical,0,0.359,critical,2
C0873,23,5,99.13,2,1,web,billing,1,0.425,critical,2
C0874,24,29,88.82,0,5,call,account,1,0.894,critical,1
C0875,54,50,72.8,5,5,app,billing,1,0.896,critical,0
C0876,44,71,92.96,5,2,store,account,1,0.525,critical,0
C0877,46,61,186.86,2,4,web,product,1,0.277,medium,1
C0878,56,10,119.21,3,3,app,billing,1,0.172,high,0
C0879,46,71,126.73,4,3,web,technical,0,0.272,high,0
C0880,50,47,119.54,7,4,web,technical,1,0.781,high,0
C0881,22,13,141.78,1,3,web,product,1,0.325,medium,2
C0882,62,32,83.35,4,5,store,billing,1,0.695,high,0
C0883,41,66,20.0,3,1,store,account,1,0.195,critical,2
C0884,26,28,83.4,4,4,store,product,1,0.479,high,0
C0885,60,14,118.41,2,5,app,account,1,0.352,medium,1
C0886,56,63,56.06,4,5,store,account,1,0.504,high,0
